eventId,eventTitle,eventFire,eventExplicit,eventAlcohol,eventHumanLocation,eventDays,eventDescription
event201,"Old Man Cranky Bluegrass Hour ...with whiskey, bacon, and pineapple shots!",,,Y,"Burnlesque Presents | Site 63, 64, 65, 66",Thursday,"W/ Phil and Katy Joe Come get cranky about all the electronic music at burns while enjoying bluegrass, jamgrass, and outlaw country with us. We’ll have whiskey shots with pineapple/bacon backs and plenty of ACTUAL instruments on the speaker. Bring your real instruments for a jam. Beginners welcome."
event202,Open Mike Extravaganza,,,,Tick Town | Site 53,"Wednesday, Thursday, Friday, Saturday","Calling all musicians, comedians and theatrical folks... come to Tick Town and show us what 'chu got! We love to be entertained and plan on supplying some mighty fine entertainment as well. Our very own giant blue Tick will emcee and he is fabulous! We have a tiny stage and big hopes for lots of fun!!!"
event203,Out of this World Advice,,,,Art in the Pines | Site I,"Wednesday, Thursday, Friday, Saturday, Sunday","An alien communication device was left here 2000 years ago by future-seeing aliens who knew that in 2019, humans would really need some advice. Passed down through generations, the communication device is now available for all to contact the extraterrestrials for advice."
event204,PartyYoga,,,Y,"Odditorium | Site 19, 20, 21",Thursday,Come enjoy a mid-morning mimosa and yoga practice that will be sure to start your day off in a bubbly and joyful way. Partyoga hosted by Shortybelle at Odditorium.
event205,Penne for your thoughts?,,,,"Dewey Decibels | Site 27, 28, 29, 30","Wednesday, Thursday, Friday, Sunday",Serving penne out of a parmesan cheese wheel.
event206,PiCkLe TeA PaRtY,,,,Intergalactic Art Movement (IAM) | Site 70,Friday,you know you wanna party with this pickle
event207,Pillow Fight 2.0: SummerWeen Edition,,,,The Playground | Site 134,Friday,Vikings v. Onesies! Genies v. Mermaids! Bring your soft-sided pillow and your playful spirit! Like-costumed teams will compete against each other.
event208,Plant Slut Takeover,,,,"Dewey Decibels | Site 27, 28, 29, 30",Thursday,Are you interested in botanical babes or succulent sluts? Well have we got a show for you! Come see our plant sluts takeover Camp Dewey Decibels!
event209,POC Family Cookout!,,Y,Y,"San Escobar | Site 35, 36",Friday,"People of color +allies family cookout! Bring some foods to share that my reflect your culture, or just something you want to share! Get ready to dance and sing and meet people like you within the Lakes of Fire community. Join us for a circle talk about being a burner in a predominantly white community. Share your thoughts and feelings, or not, the choice is yours! Allies welcome. But get ready to get down to some serious beats."
event210,Post-Burn Carnival Flame Out,Y,,,"Capn Nemo’s Flaming Carnival | Site 56, 57, 58, 59",Saturday,Nemo says we're not packing up ANY fuel. Come see the carnies go all out before the carnies all go out. If you ASK FIRST I bet Nemo will let you push his buttons!
event211,Post-BURN Play Party,,Y,,Pleasure House | Site E,Saturday,Come one come all down to The Pleasure House after watching the Effigy Burn and play with us in our play space. This is a CONSENT ONLY PLAY PARTY ! ! !
event212,Postcards From the Future,,,,Bermuda Triangle Travel Bureau | Site D,"Thursday, Friday, Saturday","Engage in time travel by sending a postcard to your future self, or a future friend. Decorate, write, and address mail that we will put postage on and send sometime after Lakes ends. Hosted in our crashed airplane fuselage, it’s sure to be a watch-stopping good time! Complimentary air sickness / moop collection bags provided."
event213,Potato Bingo,,,,Sideways Potato People | Site 9,Friday,Join the Sideways Potato People for a friendly game of bingo and win some silly prizes! All ages are welcome (but the person running the bingo has a tendency to swear too much).
event214,Potluck / Family Dinner,,,,Experimental Family Tree  | Site K9,Saturday,"Join the Experimental Family Tree in the Keyhole for a Midwesterrific bonanza of food and family friendly fun. We will provide vegan dishes, please bring your best casseroles and/or leftovers to share!"
event215,PuPpEt PaRtY ~ DiViNe CoSmiC pLay,,,,Intergalactic Art Movement (IAM) | Site 70,Thursday,puppets playing
event216,Radical Self-Acceptance: Body Positive Yoga for All,,,,"Burnlesque Presents | Site 63, 64, 65, 66",Friday,"W/ Katy Joe Bring your bodies for an hour of yoga, meditation, and body positivity. We will love up our meat suits with breath, movement, and affirmations to squash negative thinking patterns about our bodies and instead encourage confidence, sexiness, and the courage to love ourSELVES. ALL bodies and ALL skill levels welcome....this will be an accessible practice geared toward self-love and will include modifications for all levels of practitioners of all sizes, shapes, and abilities."
event217,Ratchet Drag Show,,,,"Tahitian Isles: Funky Tiki Teahut Dome | Site 4, 5, 6",Saturday,Operation tiki garbage drag pageant commence!
event218,Resurrection Ceremony,,,Y,"Camp One More Thing | Site 119, 120, 121","Wednesday, Thursday, Friday, Saturday",Come check out our camp's cemetary &amp; hear stories of how each member met their awesomely twisted demise! Make sure you stick around til the end as we will be ressurecting a new ghost each day! Bring your cups &amp; roll the dice on our event themed drinks at our camp's bar too!
event219,Retiree Bingo,,,,Early Retirement @ Tahitian Isles Village | Site B45,Saturday,"A game of chance, surprises and mind blowing prizes! Grand Prize is a HUNDO towards your retirement fund-o!"
event220,Retiree Speedwalking,,,,Early Retirement @ Tahitian Isles Village | Site B45,"Friday, Saturday",Grab your tracksuit and visor for a few brisk laps around the lake. No running.
event221,Retiree Water Aerobics,,,,Early Retirement @ Tahitian Isles Village | Site B45,"Friday, Saturday",Join us in the shallow end for a low-impact group spashabout.
event222,Retiree Yoga,,,,Early Retirement @ Tahitian Isles Village | Site B45,Saturday,Greet your flexible future by stretching into happy grandbaby and bridge pose (deck of cards not required). BYO mat or towel.
event223,Rocky Horror Picture Show with Live Shadow Cast,,,,"Videogasm | Site 77, 78, 79",Friday,"Bring a chair or blanket, pack an extra pair of fishnets and get ready to do the time warp again! If you're interested in joining our cast, please contact us!"
event224,Rotating Wake at The Phase,,,Y,The Phase | Site 69,Friday,"A spot for those who have lost someone to come by, tell your funniest, bawdiest, and loudest stories of the departed. Then get a toast (alcoholic or non) to the departed. We then move on to the next person."
event225,Sanctuary,,,,SafeT Camp | Site 130,"Wednesday, Thursday, Friday, Saturday",Ever have a challenging psychedelic experience? Wish you had a place to go with people dedicated to supporting you? At SafeT Camp’s Sanctuary we keep folx safe at their most vulnerable to create positive lasting experiences. We provide peer support to guide individuals through the challenging psychedelic and emotional states often brought on by recreational environments like Lakes of Fire. At the Sanctuary we believe that supporting individuals through difficult psychedelic experiences can fuel positive transformation and growth.
event226,Say Yes Walk,,,,The Creepy Monkey / Around the Lake | Site K7 / Lucky Lake,Saturday,This fun walk takes place around the lake. We walk from camp to camp saying yes to everything. Don’t worry no’s are accepted as well. This is just a great way to try something you might not have or meet someone you might not have met!!
event227,SCARY Stories **,,Y,,Safe Zone | Site 114,Thursday,"Gather round the dim lanterns light For this will be an evening of fright Worry once you rest your head These tales shall fill you up with dread. If you think you've got what it takes Be sure your confidence, make no mistakes. For your grasp on reality may slip and strain When tales of gouls are told around a dim lanterns flame.... ** We want to tell explicit, scary, gory, horror stories. Please come share your best. Please avoid if it's too scary for you!"
event228,Screen Printing at the Lake,,,,"Tahitian Isles: Funky Tiki Teahut Dome | Site 4, 5, 6",Friday,Memorialize your week at Lucky Lake! Bring a piece of clothing to the Funky Tiki Teahut and Sasha will ink your favorite logo from a choice of silk screen prints.
event229,Send Your Baggage to Space,,,,Bermuda Triangle Travel Bureau | Site D,"Thursday, Friday, Saturday","Write down or draw things you need to release and let go of, inside of our intergalactic UFO! Place your sentiments in our drop box, and help yourself to artifacts far beyond the tin foil hat. Using alien technology, we will dispose of your baggage by launching it into the sun (burning it)."
event230,Shibari 101: Learning the ropes,,Y,,Pleasure House | Site E,Friday,"Have you ever been curious about exploring rope bondage but did not know where to start? Or that rope bondage seems intimidating? In this hands on beginner workshop, you will learn quick and simple ties that are not only functional and safe, but they are easy to learn and a lot of fun to tie. No experience is needed, just bring at least one or two pieces of bondage rope between 25-30ft. Lets get your journey started into the art, and fun of Japanese rope bondage. This workshop will be facilitated by Shibari artist Seph Victor Mercado IG: SVMROPE"
event231,Shirtcockers &amp; Shirtcunters Masquerade Ball,,Y,Y,Pleasure House | Site E,Thursday,"Come meet and greet your fellow Summerweeners at Pleasure House’s Shirtcockers &amp; Shirtcunters Masquerade Ball! Don your favorite shirt, top, mask, and/or other attire as desired with a Summerween flair. We’ll serve cocktails, cuntails, and home-crafted beer, or bring your own beverage. Nudity is not mandatory to attend this event."
event232,Side Quest! A roleplaying Game,,,,"The Closet Fort Kingdom | Site 23, 24","Wednesday, Thursday, Friday, Saturday",Grab yourself a side quest for the road (or 3 or more!) Every completed quest earns you experience in the Kingdom. Earn enough experience to LEVEL UP! Certain Doors in the Kingdom only open to adventurers of higher levels. New quests are added daily. Can you complete them all? Glory and Treasure await!
event233,Silly Seance and Tarot Card Readings,,,Y,Experimental Family Tree  | Site K9,Thursday,"Based on directions provided by a 9-year-old, this lighthearted group seance will attempt to communicate with the otherworldly realms. The result is sure to raise the spirits -- or at least your spirits (aka rum and vodka shots)! Individual tarot/oracle card readings will also be available."
event234,SiLLy WaLk/DaNcE/pLaY pArAdE,,,,Around the Path | Site Lucky Lake,Thursday,"around the lake, around the lake"
event235,Skaraoke,,,,Firewater Lounge | Site B,"Thursday, Friday, Saturday",Sign up and sing your heart out. All Boos and Ghouls welcome. No mic drops:) Plan to BYOB See you there! With KJs Lisa Lisa &amp; J-Low
event236,Smores &amp; Stories,,,,Safe Zone | Site 114,Thursday,"Want to satiate your story time cravings without getting spooked? Do you enjoy sweet treats by the fire? Come join us for Smores &amp; Stories. Whether you want to share a story or listen, come with an open mind, and open ears."
event237,Snickerin' Tick Tavern,,,Y,Tick Town | Site 53,"Wednesday, Thursday, Friday, Saturday","Your favorite local watering hole, The Snickerin' Tick Tavern will be serving your favorite yummy libations... our eleventh year running!!! Stop in and ""Spin the Wheel"" for a delicious Tick Tea. Outtahand's infamous TICKaritas will be back with all the fresh squeezed lime disease you can handle. Tick Town loves YOU!!!"
event238,Snow Cones!!!,,,Y,Firewater Lounge | Site B,Saturday,Who doesn't love a delicious snow cone?!?! Join the Firewater Lounge for cold and sweet treats. We will be serving a variety of flavors that can be virgin or doctored up for adults.
event239,Soap Box Happy Hour,,,Y,"Burnlesque Presents | Site 63, 64, 65, 66","Friday, Saturday",Calling all who have a haunting message to project! Our puppet bartenders want to pour slimy spirits down your gullet. Stop by our puppet bar and stand on our soap box for the finest giggle water in town. Draw a subject from a hat and flip a coin to see whether your soapbox rant is pro or con. Get up on your high horses and show us what you got while getting weird at Burnlesque Presents.
event240,Sorr'eh Bar Welcomes You To The NORTH,,,Y,Sorr'eh Bar | Site 1,"Wednesday, Thursday, Friday","We're back and we're Sorr'eh as ever! Come order a drink from a friendly Canadian way up here in the north. You may or may not get what your ordered, we may ask you drink from a boot or a fish, we may or may not be able to identify what you are drinking...and we're Sorr'eh about that. We promise to apologize for anything that happens, so come have a drink! Psst... dress up like a Canadian and we'll give you some Canadian treats!"
event241,SoUnD hEaLiNg,,,,Effigy | Site Lucky Lake,Saturday,AsTrAL MATter SoUnD hEaLiNg
event242,Sound Meditation,,,,Expectation Free Zone  | Site K14,"Thursday, Friday, Saturday",A tranquil aural experience to take place in the Expectation Free Zone on a four-channel surround system.
event243,"So You Want to Marry a Canadian, Eh?",,,,Sorr'eh Bar | Site 1,Thursday,"Feeling… lucky? Could THIS be your chance for love? Your ticket out of Trumpmania and into Trudeau LaLaLand? Is this what Americans have been waiting for? Come on over to Sorr'eh Bar and try your luck at finding your ideal Canadian partner! See if you can be the next contestant on … So you want to marry a Canadian, Eh? Disclaimer: Love is not guaranteed - laughs are. We at Sorr'eh Bar understand that marriages are often short and fleeting; therefore, we also offer quickie divorces after your matrimonial walk around the lake!"
event244,Spanks &amp; Dranks,,Y,Y,Pleasure House | Site E,"Thursday, Friday, Saturday",Spanks &amp; Dranks returns to Pleasure House for the fifth year providing the absolute best in corporal punishment and tasty libations. We always have giveaways to go along with the special drinks we serve. DON'T LIKE TO GET SPANKED? That's cool! Just come enjoy the fun and have a drink anyway. 18 and over please!
event245,Speak up! Asserting Boundaries,,,,"Burnlesque Presents | Site 63, 64, 65, 66",Friday,"Radical self-reliance is more than just remembering everything on your camping list, it’s about utilizing our inner resources to take care of ourselves in our environment and in our interactions with others. In a culture that heavily emphasizes consent it is just as important to implement skills for keeping ourselves comfortable and safe. In this workshop we will support each other in improving our radical self-reliance through assertiveness skills, boundary setting, and safety tactics."
event246,Speed Friend Dating,,,,Safe Zone | Site 114,Friday,"Come together for speed friend dating to meet people, have fun, and enjoy the atmosphere. Meet new friends through a series of 5 minute mini friend dates! To get the participants started there will be conversation cards provided with a range of different topics. Participants should avoid turning this into something romantic. This is for bringing new friends together without any expectations. At the end of the 5 minutes the facilitator will ring a bell and you move on to the next friend!"
event247,Sphinx Phamily Pheud,,,,"Sphinx Beer Garden | Site 60, 61, 62",Saturday,"A burner take on another classic game show! Sphinx Megan will be hosting. Sign up during the week at the Thirsty Sphinx for one of two teams to battle it out for the win! Or come spectate, and cheer on your favorite team! Our Survey Sphinxters will be circulating throughout the week to gather answers to LoF-themed questions!"
event248,Sphinx's Beer Garden,,,Y,"Sphinx Beer Garden | Site 60, 61, 62","Wednesday, Thursday, Friday, Saturday, Sunday","Keep an eye out for the sign at Sphinx's Bar! When the planets align and a Sphinx bartender emerges from the cosmos, the sign will go up at our bar and the sweet brewed nectar will flow! Bring your cup to share in the Sphinx’s liquid bounty - non-alcoholic beverages will also be offered."
event249,Sphinx's Menagerie,,,,"Sphinx Beer Garden | Site 60, 61, 62","Wednesday, Thursday, Friday, Saturday, Sunday",Come borrow a trusty steed from our floaty corral to aid you on your lake-bound adventures! We’ll be offering all manner of beasties for your buoyancy assistance needs. We do ask that you kindly return your creature to its paddock for the night when you’ve finished your aquatic cavorting.
event250,Sphinx's Pub Trivia,,,,"Sphinx Beer Garden | Site 60, 61, 62",Wednesday,"Fancy yourself the God of Trivia? Come to Sphinx’s Beer Garden to show off your lightning quick knowledge skills. We’ll have two rounds of Witchy-ween trivia, plus plenty of pints to wash down the defeat of your intellectual inferiors."
event251,Spin Art,,,,"Tahitian Isles: Funky Tiki Teahut Dome | Site 4, 5, 6",Saturday,Stop by the Tiki Hut to create your own spin art with the one and only Macaroni. Canvasses and paint provided while supplies last. Bring out your inner artist by picking your own colors to create a beautiful work of art to commemorate your 2019 Lakes of Fire experience.
event252,Spirit in the Pines,,,,Art in the Pines | Site 31,"Wednesday, Thursday, Friday, Saturday, Sunday","Spirit in the Pines, is a self guided, participatory, 24 hour, spirit board seance in the woods. With the power of the elements, spirit guides, angels and higher self, the users of this board are protected from all negative spirits, entities, energies and influences. Only spirits of love and positivity are welcome."
event253,Spooktacular Spinners,,,,"Burnlesque Presents | Site 63, 64, 65, 66",Thursday,Pastie making workshop with a summerween twist! Join us in making your bouncy bits BOO-tiful! We will provide materials and guidelines for making your own pasties and tassels.
event254,Spooky DND,,,Y,Safe Zone | Site 114,Saturday,"Halloween....the time when the veil between worlds is thinnest. A time where monster and spirits are free to roam. This Particular Halloween...something magical is about to happen, for on this Halloween, you'll become the very monster's that stalk the night..... During the Wild Hunt!"
event255,Spooky Scavenger Hunt,,,,Safe Zone | Site 114,"Thursday, Friday, Saturday, Sunday","Oh, what’s this? Did someone moo- Nope. This little item you have found seems to have something attached. What does it say? (Please begin at Safe Zone. ❤️ Find Stephanie and she will give you guidance upon accepting the quest)"
event256,Stained Glass Playhouse,,,,Safe Zone | Site 114,"Wednesday, Thursday, Friday, Saturday, Sunday","Sit in a comfy hut and let your playful inner child run free as you mix and move colorful shapes that are projected in front of you. Lights, colors, music and whatever energy you bring to the table come together to create a magical space!"
event257,Standing Acrobatics,,,,"Capn Nemo’s Flaming Carnival | Site 56, 57, 58, 59",Friday,Wanna learn cool tricks and hold amazing people in the air or be held up in the air? This is the class! Hardware and Jadey Bird are going to teach you the beginning basics of partner acrobatics. No experience or partner needed. A level of personal fitness is required.
event258,Storytime with Drag Queens,,,,"Tahitian Isles: Funky Tiki Teahut Dome | Site 4, 5, 6",Saturday,Little ones welcome to storytime with drag queens!
event259,Strip Twister,,Y,,The Playground | Site 134,Friday,"Like the beloved game of your youth, but with less clothes."
event260,Summerweenie Roast,,,,"Camp Natural Weener | Site 25, 26",Friday,"Like hot dogs? Well, we heard ""ween"" and could only think of one thing (well, other than an incredible band), and that was wieners! Not like you think though, well, yes, like that. Look, the point is we’ll have hot dogs for days of all different types and sizes. So come enjoy our wieners while they are hot and ready!"
event261,Summerweenies,,,,Let's Be Frank | Site 88,"Friday, Saturday",Hot dogs. Veggie dogs. Maybe even snausages. Be frank with us and we'll be frank with you! Enjoy your meal and 8+ hours of hot dog music from the top of our two-story Doghouse.
event262,Sunrise Tequila Cantina,,,Y,"The Consortium’s Bar | Site 135, 136, 137, 138, 139","Thursday, Friday, Saturday, Sunday",An Assortment of Tequilas (and one non-tequila friend) at Sunrise. Come celebrate the best part of the day with a from scratch fresh citrus and 100% agave tequila cocktail and learn about this healthiest of spirits.
event263,SUP lessons on the lake,,,,"Drink, Bitch. | Site 109","Wednesday, Thursday, Friday, Saturday","We are bringing paddleboards to Lucky Lake! Always wanted to try but were too chickenshit? We can show you! Either find us at the camp, or on the lake near the floating dock. We will be happy to teach you the basics and set you free. Please know how to swim and tread water first. This is informal."
event264,Swamp Biscuits,,,,Still Bayou | Site 37,"Friday, Saturday",Southern cooking at it's finest(or not). Swamp biscuits will help start your day in the sweet southern way.
event265,Technoween,,,Y,"Thumper | Site 17, 18",Saturday,"Thumper DJs and Special Friends turn up the heat post-burn with a special night of techno treats. Starts after the effigy burn, ends when Disco Dave says it ends. Full bar all night. Weenies by chance."
event266,TETRA : Live performance,,,Y,"Lux Ephemera | Site 67, 68",Wednesday,"Tetra is a talented multi-instrumentalist, producer, and vocalist. Lux Ephemera is quite proud to host a full hour of the TETRA project. We hope you will join us for this."
event267,The Best Is Yet To Come,,,,Chemical Lemonade | Site K16,"Friday, Saturday","Practice communicating what and how you want to be intimate. How to express your ""Yes and No's"". Being clear about boundaries and respect and consent. You can attend alone or with a partner or partners. Bring a blanket to sit on. A bottle of water to stay hydrated and an open willingness to talk honestly."
event268,The Breakfast Bar - Fancy AF Oatmeal and Breakfast Themed Shots,,,Y,Camp Recharge | Site 8,Friday,"Fancy AF Oatmeal will be served with Breakfast Themed Shots. Get your interior groove moving with a delicious bowl of seriously superior gruel. Ask around, bring a bowl, I ain’t got time for this…. ~YMFFGM"
event269,The Closet Fort Kingdom Show!!!,,,,"The Closet Fort Kingdom | Site 23, 24","Thursday, Friday","The Door to the Closet Fort Kingdom has opened once again! We invite you to step through into a world of untapped Whimsy, and join our cast of creative characters for another chapter of the one and only Closet Fort Kingdom Show! Musical improvisation, immersive character acting, puppets, and more! Don't be surprised if you find yourself pulled on stage as we blur the line between the performer and the audience in radical new ways!"
event270,The Decommodified Bottle Share,,,Y,"Dewey Decibels | Site 27, 28, 29, 30",Saturday,"Join us for the 3rd annual decommodified bottle share at Dewey Decibels! Bring a beer you are excited to share, whalez, shelfies, and homebrew alike! We will then proceed to shoot the shit and drink. Tape provided by us to eliminate those pesky labels."
event271,"The Egress, A Public Access Site",,,,LoF Yacht Club | Site 38,"Wednesday, Thursday, Friday, Saturday, Sunday",Are you having difficulty navigating the sea of tent ropes while trying to get to the beach? Are you Not Sure about whether or not it would be safe to go swimming without a PFD? Are you Not Sure what a PFD is? Are you Not Sure where to dock your boat? We are here to help! The Egress is a pathway to the water.
event272,The Great Booze Giveaway at Sorr'eh Bar,,,Y,Sorr'eh Bar | Site 1,Saturday,Missed out on evening shenanigans with your favorite Canadians? Haven't made it up north yet to visit us yet? Need us to apologize for more nonsense? Well come get day drunk with us. We can't take this booze back across the border (that pesky real one) so we need to GIVE IT ALL AWAY!! Let's do this.
event273,the Great Lakes Miniature Open,,,Y,The Country Club | Site 22,Saturday,The seven lowest rounds of mini golf over the week will battle it out on mini links for a chance at the Golden Pineapple Trophy. Come watch the action and join us for Pineapple themed drinks and food in the Golden Pineapple Dome.
event274,The Haunted Honeymoon Suite,,,,Camp Air Burn 'n Burn | Site 97,"Wednesday, Thursday, Friday, Saturday","Luxury, sensuality, an escape from the madness. A hospitality camp, Air Burn ‘n Burn is pleased to provide an exquisite bed and breakfast experience to 2 lucky couples on 2 separate nights. Raffle drawings will be held Thursday and Friday. The lucky winners will be announced on SGC Radio and invited to stay the night in luxury accommodations - complete with queen size bed in a posh and spooky setting. In the morning, a gourmet breakfast for two will be served. After the couple is breakfasted and refreshed, housekeeping will ready the room for another evening of guests. Menu posted daily."
event275,Theme Camp Opt-In Capture the Flag Decorating,,,,"Valhalla! | Site 89, 90, 91","Wednesday, Thursday, Friday","Come by Valhalla, art up your flag, and display it at your theme camp! Friday from Noon - 6 pm, capture as many theme camp flags as you can, and the winner will receive the coveted Lakes of Fire Capture the Flag Trophy!"
event276,The Secret Gentlemen's Club Cabaret Show,Y,,Y,"Secret Gentleman's Club | Site 92, 93, 94, 95, 96",Friday,"The annual variety show held at the SGC stage on Friday night is back! We will feature the greatest talents of campers from around the lake! Musical acts, flow arts, stand-up comedy, burlesque, spoken word and much much more! Join us for libations, celebrations and top notch entertainment!"
event277,"The Super Spectacular, Sexy Showcase",Y,,Y,"Burnlesque Presents | Site 63, 64, 65, 66",Friday,"Can you keep a secret? Burnlesque's talent show is featuring the sexiest ghouls and goblins this side of lucky lake. Music, comedy, dancing, fire spinning and toe tapping jazz. We want you to play in our costume tent and get up on stage and show us what you've got. The costume tent opens at 7pm, show starts at 8. Come hoot and holler, shimmy and shake all while delighting your senses at our big show. Creepy cocktails provided, grrrrrr."
event278,The Tooth Fairy's Sugar Stop,,,,Around the Path | Site Lucky Lake,"Wednesday, Thursday, Friday, Saturday","Every night, the tooth fairy will fly in to enact her nefarious plan across Lucky Lake-- peddle some sugar, and reap the rewards. After all, more sugar for you means more teeth for her to pull and collect! If you find her, share an original nightmarish tale and you'll be rewarded with a cookie sundae topped with all of your favorite sugary fixin's."
event279,The Vamping Hour Cocktail Party,,,Y,"Secret Gentleman's Club | Site 92, 93, 94, 95, 96",Thursday,"Creatures of the night, come join us at sunset for The Vamping Hour cocktail party. Your hosts, Countess Kitty and and the Monkey, will be serving up bloody delicious cocktails to quench your eternal thirst. Day walkers, are you curious about experiencing eternal life, eternal pleasures? Stop by and partake in ""the Kiss of Death"" and receive your gift of everlasting life. Come mingle, dance, and start your night off with a fang, oops I mean bang."
event280,The WildWood Open Mic,,,,"The Closet Fort Kingdom | Site 23, 24","Thursday, Friday, Saturday","Calling all musicians, actors, puppeteers, storytellers, poets, and other magical beings with the thirst to express! The Closet Fort Kingdom is opening up its stage for our guests to use as they please! This is YOUR time to shine! No talent is too small. Slot times vary according to specific talent and amount of interested performers. Expect 20 mins."
event281,The Witching Hour Walk,,,Y,"Odditorium / Around the Lake | Site 19, 20, 21 / Lucky Lake",Friday,"We will depart to gather all spirits, A circle we'll make and all will hear it! We'll culminate back after our flight, And then perhaps all enjoy a bloody bite!"
event282,The Wurst Party,,,Y,"Thumper | Site 17, 18",Thursday,Thumper DJs and Special Friends. Full bar all night. Weenies by chance.
event283,Third Annual Theme Camp Opt-In Capture the Flag,,,,Participating Theme Camps | Site Lucky Lake,Friday,Capture the Flags of participating theme camps and compete for the coveted Lakes of Fire Capture the Flag Trophy? Will Camp One More Thing successfully defend their title?
event284,"Through the Veil, interactive art installation",,,,Gypsy Wolves | Site K20,"Wednesday, Thursday, Friday, Saturday","Art installation. Is your name on a headstone in our Ancient Celtic Burial Site? Do you dare walk Through the Veil and into the mystic grotto? Can you face the guardians of the Otherworld? Would you like to send a message to a departed pet or loved on or an otherworld being? Do you know why we wear masks, trick or treat and carve pumpki s on halloween? The Phantom Queen commands your presence! Check out roots of Halloween in the ancient Celtic festival of Samhain (sow-ihn) with all its mystery and magic!"
event285,Trick or Treat!,,,Y,Safe Zone | Site 114,"Thursday, Friday","Trick or Treat!! We might have candy we might have booze, come wearing your best costume and see what awaits you behind our doors!"
event286,Trick or Treat: Bismuth Geode Crystal Edition,,,,Green Dragon Lounge | Site K2,"Thursday, Saturday",Come watch with wonder at the near instant creation of Bismuth Crystals. Learn how to make them yourself and take a piece home with you (while supplies last)... or just take some candy.
event287,Tri-Rexasaurus,Y,,,Green Dragon Lounge | Site K2,"Thursday, Friday","Come try your luck at this interactive fire art game. If you endanger the Tri-Rexasaurus' nest, it might bellow fire!"
event288,TWERK-shop with Anastasia,,,,"Burnlesque Presents | Site 63, 64, 65, 66",Friday,"get on the floor and bounce ya booty, get yoself ready to dance all night!! Yoga mat requested, but not required."
event289,!!Viva San Escobar!!,Y,,Y,"San Escobar | Site 35, 36","Wednesday, Thursday, Friday, Saturday, Sunday","In San Escobar we don't have immigration, we have welcoming party! - San Pedro"
event290,Wake up with Coffee Up,,,,Coffee Up | Site 52,"Thursday, Friday, Saturday","Coffee Up is serving up fresh coffee officially Thurs/Fri/Sat from 8am-11am and unofficially whenever there is hot coffee in the carafe. This year, we'll also have hot water available for tea, hot cocoa, etc..."
event291,Wakin Up Groggy,,,Y,"Tortuga | Site 85, 86","Thursday, Friday, Saturday","Join us in the morning for Pirate Music, Earworms, and a little hair of the dog. The music may differ if there are guest event happening during this time-frame."
event292,WEEN Listening party,,,Y,"Lux Ephemera | Site 67, 68",Wednesday,"Put some ween in your Summerween, MZRD/Trailblazer presents a full hour of the best and brownest that he can dig up for you. Bring your own boognish."
event293,Welcome Back Shots &amp; Shade,,,Y,The Slippery Pickle | Site K8,Wednesday,Need a break from setting up your camp? The sun? Your camp mates? Come have a pickle back and chill in our shaded dome for a while. Bring your cup.
event294,Welcome to the Pleasure House!,,Y,,Pleasure House | Site E,Wednesday,"It's the first day of Lakes of Fire and we intend to start it with a bang! The Pleasure House will be open for all to come and have a kinky good time! Couples and singles, gay and straight! We will be opening our space to everyone! Consent is mandatory as always!"
event295,Whats Happening in the Garden of Recycled Dreams?,,,,"Garden of Recycled Dreams | Site 126, 127","Thursday, Friday, Saturday",Visit the garden for some new-to-you gently used dreams. Parasol giveaway 3:30 on sunny afternoons. Stargazing on clear nights at dusk with our in house astronomer. Stop by the Consentual Math Booth. Play with the Sand Pendulum. Mysteries and wonders await you. Maybe even Shadow Puppet Karaoke. (Stranger things have happened.) Check the chalkboard out front for pop-up events and updates.
event296,Whippette Express Boat Ride!,,,,"Odditorium | Site 19, 20, 21","Thursday, Friday, Saturday",On the elegant shores of Lake Lucky and just behind the Odditorium discover a little piece of adventure! Come join Captain Flounder and his brave crew for a magical boat ride! The Whippette Express returns for the 5th year ferrying weary travelers from the shore to the island and back while boldly going where no boat has gone before! Let us help you cruise Lake Lucky in style! Voted best island ferry 3 years in a row! Need to be somewhere in a hurry? We'll be there in a whippette!
event297,Whitteling Watermelon Weirdness,,,,Tick Town | Site 53,Friday,Got an extra watermelon or two? Bring 'em to Tick Town for some wild watermelon carving. We'll have tools and happily serve your very own watermelon chunks to you and others. It's sure to be a sticky mess of fun!!!
event298,Wiener Roast,,Y,,"Camp Natural Weener | Site 25, 26",Saturday,"Come have your wiener roasted by some of our top comedians at the Just the Tip bar. You can bring your own wiener or we will supply one! Look, this is gonna be weird, but it’s kind of our thing."
event299,Witches Den Spoopy Story Time (Edgar Allan Poe Readings),,,,The Witch's Den | Site K11,"Thursday, Friday","Cuddle up inside the Witches Den as we read for you a selection of Edgar Allan Poe’s short stories and poetry. Different stories and poems will be read on Thursday &amp; Friday, so come by for both! Enjoy a hot chai tea latte (dairy &amp; non-dairy options) as we chill your bones. ☕️📖"
event300,Witchy Hip Hop Caberet,,,Y,"Boogie Woogie Cabaret | Site 39, 40, 41",Friday,"We've got witches casting love spells with live hip hop and a Willy Wonka burlesque performance! Beats, drinks, and boobs- what more could you ask for?"
event301,Write a note (or color a pic) to Mom (ish),,,,Mom Camp | Site K6,"Wednesday, Thursday, Friday, Saturday, Sunday","Write a note to the Mom figure in your life. Take it with you, mail it, or burn it! Say what you've always wanted to say on paper. You decide where it ends up. Want to talk about it? We are Moms who will listen. Paper, coloring books, and crayons/markers are here for you."
